bone,dataset,folder_split,split,case,path,unique_labels,is_binary,is_empty,foreground_voxels,total_voxels,foreground_fraction,foreground_volume_mm3,spacing_z,spacing_y,spacing_x,bbox_z,bbox_y,bbox_x,is_volume_outlier
LH,Dataset009_anatomy_LH,train_val,train,dataset8_029,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_029.nii.gz,0 1,1,0,310092,99352576,0.003121126924781497,152170.09583995573,0.7999998927116394,0.783203125,0.783203125,154,121,148,0
LH,Dataset009_anatomy_LH,train_val,val,dataset8_030,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_030.nii.gz,0 1,1,0,352258,74711040,0.004714939050507128,209659.78412628174,1.0,0.771484375,0.771484375,143,120,155,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_031,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_031.nii.gz,0 1,1,0,276669,81788928,0.003382719480074369,168865.3564453125,1.0,0.78125,0.78125,135,125,138,0
LH,Dataset009_anatomy_LH,train_val,val,dataset8_032,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_032.nii.gz,0 1,1,0,329735,91750400,0.0035938262939453126,161101.01154668155,0.7989501953125,0.7820000052452087,0.7820000052452087,169,112,147,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_034,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_034.nii.gz,0 1,1,0,283108,95158272,0.0029751275853348827,163636.4234262648,0.7999999523162842,0.8500000238418579,0.8500000238418579,166,101,148,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_035,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_035.nii.gz,0 1,1,0,435780,53282304,0.008178700380524085,227604.07837725413,0.800000011920929,0.8080000281333923,0.8080000281333923,199,108,148,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_037,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_037.nii.gz,0 1,1,0,281720,87293952,0.0032272567978134385,172984.0794170741,1.0060241222381592,0.78125,0.78125,148,122,147,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_038,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_038.nii.gz,0 1,1,0,325957,91750400,0.003552649361746652,159668.81657150155,0.801025390625,0.7820000052452087,0.7820000052452087,174,114,139,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_041,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_041.nii.gz,0 1,1,0,360218,63382528,0.005683238131492641,176225.5667756061,0.800000011920929,0.7820000052452087,0.7820000052452087,161,131,147,0
LH,Dataset009_anatomy_LH,train_val,val,dataset8_042,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_042.nii.gz,0 1,1,0,318199,91750400,0.0034680938720703124,183677.6834897701,0.7989501953125,0.8500000238418579,0.8500000238418579,183,112,127,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_043,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_043.nii.gz,0 1,1,0,288643,71827456,0.0040185608132912295,215112.4994354248,1.0,0.86328125,0.86328125,141,111,149,0
LH,Dataset009_anatomy_LH,train_val,val,dataset8_044,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_044.nii.gz,0 1,1,0,359140,27693390,0.01296843759467512,171087.79873044434,0.625,0.8730469942092896,0.8730469942092896,217,106,132,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_047,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_047.nii.gz,0 1,1,0,321402,50593792,0.006352597567701587,224811.3195305698,1.2500052452087402,0.7480469942092896,0.7480469942092896,135,123,160,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_048,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_048.nii.gz,0 1,1,0,239945,108527616,0.002210911921256982,149602.42923120302,0.800000011920929,0.8828125,0.8828125,163,101,129,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_049,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_049.nii.gz,0 1,1,0,374063,91750400,0.004076963152204241,176308.51663502608,0.79998779296875,0.767578125,0.767578125,170,112,150,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_050,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_050.nii.gz,0 1,1,0,501733,57584640,0.008712965818662755,187568.04808092397,0.8000000715255737,0.68359375,0.68359375,179,125,171,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_051,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_051.nii.gz,0 1,1,0,344536,91750400,0.0037551443917410716,202920.37519722254,0.800048828125,0.8579999804496765,0.8579999804496765,192,113,139,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_052,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_052.nii.gz,0 1,1,0,313016,91750400,0.0034116036551339285,187552.14060162217,0.7989501953125,0.8659999966621399,0.8659999966621399,185,128,134,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_053,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_053.nii.gz,0 1,1,0,291150,66846720,0.004355486701516544,177703.857421875,1.0,0.78125,0.78125,128,113,160,0
LH,Dataset009_anatomy_LH,train_val,val,dataset8_054,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_054.nii.gz,0 1,1,0,297961,78905344,0.0037761827639963145,207240.79578018188,1.0,0.833984375,0.833984375,144,136,138,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_055,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_055.nii.gz,0 1,1,0,258612,63176704,0.004093470909783454,177353.7861328125,1.0,0.828125,0.828125,147,121,133,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_056,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_056.nii.gz,0 1,1,0,259949,44359680,0.005860028746825946,157077.64204406738,1.0,0.77734375,0.77734375,129,119,147,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_057,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_057.nii.gz,0 1,1,0,252226,46519902,0.005421894482924749,237663.6201248169,1.0,0.970703125,0.970703125,166,103,130,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_058,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_058.nii.gz,0 1,1,0,191526,39005309,0.004910254652770473,169739.09921264648,1.0,0.94140625,0.94140625,131,98,135,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_059,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_059.nii.gz,0 1,1,0,352334,87031808,0.004048335983092527,214836.90982917702,0.7999801635742188,0.873046875,0.873046875,176,109,146,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_060,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_060.nii.gz,0 1,1,0,396116,37025604,0.010698434521149203,233285.06406418624,0.800000011920929,0.8579999804496765,0.8579999804496765,203,118,145,0
LH,Dataset009_anatomy_LH,train_val,val,dataset8_061,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_061.nii.gz,0 1,1,0,345239,91750400,0.0037628064836774553,169972.592981044,0.7989501953125,0.7850000262260437,0.7850000262260437,171,119,144,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_062,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_062.nii.gz,0 1,1,0,342618,43353240,0.007902938742294693,210164.32578277588,1.0,0.783203125,0.783203125,141,125,144,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_063,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_063.nii.gz,0 1,1,0,327863,33300480,0.009845593817266298,213330.32244491577,1.0,0.806640625,0.806640625,134,133,172,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_064,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_064.nii.gz,0 1,1,0,405804,91750400,0.00442291259765625,198781.57069791912,0.801025390625,0.7820000052452087,0.7820000052452087,165,115,167,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_065,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_065.nii.gz,0 1,1,0,434891,91750400,0.0047399357386997765,212477.83830211498,0.7989501953125,0.7820000052452087,0.7820000052452087,140,137,160,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_066,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_066.nii.gz,0 1,1,0,432365,66584576,0.00649347080020454,265215.7759284973,1.0,0.783203125,0.783203125,166,145,164,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_067,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_067.nii.gz,0 1,1,0,306555,43642368,0.007024252212895506,200417.06286494664,0.7999989986419678,0.9039999842643738,0.9039999842643738,204,98,131,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_068,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_068.nii.gz,0 1,1,0,439578,91750400,0.004791019984654018,231562.21197471043,0.7989501953125,0.8119999766349792,0.8119999766349792,192,121,157,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_069,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_069.nii.gz,0 1,1,0,328145,91750400,0.0035764966692243302,214545.36199791395,0.800048828125,0.9039999842643738,0.9039999842643738,177,112,136,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_070,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_070.nii.gz,0 1,1,0,495542,91750400,0.0054009791782924105,173745.25076999783,0.800048828125,0.6620000004768372,0.6620000004768372,205,146,159,0
LH,Dataset009_anatomy_LH,train_val,val,dataset8_071,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_071.nii.gz,0 1,1,0,225257,23401521,0.009625741848147391,155755.09885413494,0.800000011920929,0.9296875,0.9296875,159,98,121,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_072,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_072.nii.gz,0 1,1,0,306301,32387901,0.009457266156272369,206113.80157470703,1.0,0.8203125,0.8203125,136,119,144,0
LH,Dataset009_anatomy_LH,train_val,val,dataset8_073,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_073.nii.gz,0 1,1,0,367296,86245376,0.004258732665273556,179354.6962738037,0.800048828125,0.78125,0.78125,166,139,158,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_074,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_074.nii.gz,0 1,1,0,318451,85458944,0.0037263624507225365,242990.0802766179,0.801025390625,0.9760000109672546,0.9760000109672546,204,94,126,0
LH,Dataset009_anatomy_LH,train_val,val,dataset8_075,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_075.nii.gz,0 1,1,0,277918,77070336,0.003606030730163159,202460.18425750732,1.0,0.853515625,0.853515625,169,102,161,0
LH,Dataset009_anatomy_LH,train_val,val,dataset8_076,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_076.nii.gz,0 1,1,0,349187,91750400,0.0038058362688337052,171047.94513433648,0.801025390625,0.7820000052452087,0.7820000052452087,162,116,148,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_077,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_077.nii.gz,0 1,1,0,444511,91750400,0.004844785417829241,186412.96361314252,0.800048828125,0.7239999771118164,0.7239999771118164,187,141,161,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_078,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_078.nii.gz,0 1,1,0,339413,44248296,0.0076706456673495405,192945.1385559274,0.7999267578125,0.8429999947547913,0.8429999947547913,184,120,138,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_079,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_079.nii.gz,0 1,1,0,335273,34712700,0.009658511150097802,161181.56366348267,1.0,0.693359375,0.693359375,147,126,154,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_080,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_080.nii.gz,0 1,1,0,399461,92536832,0.004316778426129824,240168.18523025513,1.0,0.775390625,0.775390625,148,127,165,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_081,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_081.nii.gz,0 1,1,0,417183,38128896,0.010941386815920398,211998.71533683166,0.800000011920929,0.796999990940094,0.796999990940094,160,128,140,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_082,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_082.nii.gz,0 1,1,0,320930,48721920,0.006586973583963851,211863.9453125,1.0,0.8125,0.8125,147,112,140,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_083,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_083.nii.gz,0 1,1,0,336405,91750400,0.0036665235246930803,150592.5295131316,0.79998779296875,0.748046875,0.748046875,152,117,158,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_084,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_084.nii.gz,0 1,1,0,232052,70254592,0.0033030154100104946,167503.5083770752,1.0,0.849609375,0.849609375,144,112,162,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_085,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_085.nii.gz,0 1,1,0,276120,34551580,0.00799153034390902,184560.88954790292,0.8000000715255737,0.9140625,0.9140625,181,95,132,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_086,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_086.nii.gz,0 1,1,0,348225,38397440,0.009068963972598173,150861.98816299438,1.0,0.658203125,0.658203125,139,127,174,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_087,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_087.nii.gz,0 1,1,0,372780,42522480,0.008766657071741818,194985.96750512667,0.800000011920929,0.80859375,0.80859375,170,99,153,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_089,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_089.nii.gz,0 1,1,0,375361,76283904,0.004920579313822219,225678.52725601196,1.0,0.775390625,0.775390625,160,142,149,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_093,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_093.nii.gz,0 1,1,0,403187,85196800,0.00473241952749399,235136.53467941284,1.0,0.763671875,0.763671875,165,127,163,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_094,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_094.nii.gz,0 1,1,0,243357,82051072,0.0029659210302578373,185209.4727050321,0.7989501953125,0.9760000109672546,0.9760000109672546,171,100,119,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_095,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_095.nii.gz,0 1,1,0,347015,67371008,0.005150806115295173,160312.2885131836,1.0,0.6796875,0.6796875,131,130,172,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_096,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_096.nii.gz,0 1,1,0,372289,91750400,0.004057628086635044,181891.92681305448,0.7989501953125,0.7820000052452087,0.7820000052452087,173,108,152,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_097,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_097.nii.gz,0 1,1,0,232096,78643200,0.0029512532552083332,179288.63525390625,1.0,0.87890625,0.87890625,149,104,136,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_098,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_098.nii.gz,0 1,1,0,488886,91750400,0.005328434535435268,239478.97746750372,0.801025390625,0.7820000052452087,0.7820000052452087,198,129,151,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_099,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_099.nii.gz,0 1,1,0,248912,31243212,0.007966914541309005,151165.15850830078,1.0,0.779296875,0.779296875,130,118,149,0
LH,Dataset009_anatomy_LH,train_val,train,dataset8_100,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTr/dataset8_100.nii.gz,0 1,1,0,234232,91750400,0.002552926199776786,140711.07785366997,0.801025390625,0.8659999966621399,0.8659999966621399,152,96,128,0
LH,Dataset009_anatomy_LH,test,test,dataset8_007,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_007.nii.gz,0 1,1,0,245006,83099648,0.002948339805242015,171208.1112060547,1.0,0.8359375,0.8359375,126,109,127,0
LH,Dataset009_anatomy_LH,test,test,dataset8_008,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_008.nii.gz,0 1,1,0,346694,87818240,0.003947858668085355,152778.97444455285,0.800000011920929,0.7421875,0.7421875,158,116,160,0
LH,Dataset009_anatomy_LH,test,test,dataset8_012,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_012.nii.gz,0 1,1,0,264793,69468160,0.0038117174832326063,204546.28944396973,1.0,0.87890625,0.87890625,143,108,135,0
LH,Dataset009_anatomy_LH,test,test,dataset8_016,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_016.nii.gz,0 1,1,0,340237,61603840,0.0055229836321891625,207664.1845703125,1.0,0.78125,0.78125,136,121,155,0
LH,Dataset009_anatomy_LH,test,test,dataset8_028,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_028.nii.gz,0 1,1,0,307352,32602480,0.009427258294461035,212772.41345214844,1.0,0.83203125,0.83203125,137,123,145,0
LH,Dataset009_anatomy_LH,test,test,dataset8_033,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_033.nii.gz,0 1,1,0,495522,38685985,0.012808824694524386,252964.52916619368,0.800000011920929,0.798828125,0.798828125,195,121,155,0
LH,Dataset009_anatomy_LH,test,test,dataset8_036,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_036.nii.gz,0 1,1,0,350015,51241984,0.006830629352680802,213632.2021484375,1.0,0.78125,0.78125,147,134,158,0
LH,Dataset009_anatomy_LH,test,test,dataset8_039,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_039.nii.gz,0 1,1,0,175760,19438496,0.009041851797587633,209280.96013422761,0.800000011920929,1.2200000286102295,1.2200000286102295,164,84,110,0
LH,Dataset009_anatomy_LH,test,test,dataset8_040,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_040.nii.gz,0 1,1,0,311179,91750400,0.0033915819440569197,152429.86857746047,0.801025390625,0.7820000052452087,0.7820000052452087,167,117,149,0
LH,Dataset009_anatomy_LH,test,test,dataset8_045,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_045.nii.gz,0 1,1,0,288900,27656464,0.010446020865140243,213359.9853515625,1.0,0.859375,0.859375,144,108,139,0
LH,Dataset009_anatomy_LH,test,test,dataset8_046,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_046.nii.gz,0 1,1,0,360628,72089600,0.005002496892755681,220109.86328125,1.0,0.78125,0.78125,144,140,147,0
LH,Dataset009_anatomy_LH,test,test,dataset8_088,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_088.nii.gz,0 1,1,0,332257,50851094,0.006533920391171918,210840.4314620797,0.800000011920929,0.890625,0.890625,188,118,135,0
LH,Dataset009_anatomy_LH,test,test,dataset8_090,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_090.nii.gz,0 1,1,0,246316,78905344,0.0031216643577398257,187948.36446867939,0.801025390625,0.9760000109672546,0.9760000109672546,180,107,121,0
LH,Dataset009_anatomy_LH,test,test,dataset8_091,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_091.nii.gz,0 1,1,0,302262,71827456,0.004208167974096145,146131.42712402344,1.0,0.6953125,0.6953125,122,138,159,0
